number,value,datetime_start,datetime_complete,duration,params_balancing,params_boosting_type,params_device_type,params_drop_correlated,params_drop_rate,params_feature_selection,params_gpu_use_dp,params_is_unbalance,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_min_split_gain,params_missing,params_n_estimators,params_num_leaves,params_number_features,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.0,2022-10-09 18:06:25.144745,2022-10-09 18:07:16.041349,0 days 00:00:50.896604,no,gbdt,gpu,yes,,BorutaShap,False,false,0.07197702545462864,63,3,48,2.214646334537072,no,100,1273,,6.7926025858743895,0.30935602276031204,0.8445830596376632,2,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.07197702545462864,
                                                                  max_bin=63,
                                                                  max_depth=3,
                                                                  min_child_samples=48,
                                                                  min_split_gain=2.214646334537072,
                                                                  num_leaves=1273,
                                                                  random_state=120,
                                                                  reg_alpha=6.7926025858743895,
                                                                  reg_lambda=0.30935602276031204,
                                                                  subsample=0.8445830596376632,
                                                                  subsample_freq=2)))])",no,no,,yes,BorutaShap,no,,retained,no,0.43791550449146693,0.9348493607604788,0.6233629556033928,0.6387673813855835,0.4743230625583567,0.9157894736842106,0.04334828101644245,0.4656553025317011,0.0,-0.054199725070292304,0.0,0.0,COMPLETE
11,0.09303350970017636,2022-10-09 18:07:16.265776,2022-10-09 18:07:30.202302,0 days 00:00:13.936526,smotetomek,gbdt,gpu,no,,FeatureImportance_ET,False,false,0.21281026850314944,63,6,98,6.518945150634518,no,100,1200,22.0,11.475722580641925,1.0746615366784469,0.6716968259461992,3,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.21281026850314944,
                                                                  max_bin=63,
                                                                  max_depth=6,
                                                                  min_child_samples=98,
                                                                  min_split_gain=6.518945150634518,
                                                                  num_leaves=1200,
                                                                  random_state=120,
                                                                  reg_alpha=11.475722580641925,
                                                                  reg_lambda=1.0746615366784469,
                                                                  subsample=0.6716968259461992,
                                                                  subsample_freq=3),
                                             number=22))])",smotetomek,no,,no,FeatureImportance_ET,no,22.0,retained,no,0.10199406315762227,0.6678947281618962,0.24321809569301808,0.21880001037526395,0.1743145743145743,0.44824561403508767,0.04865533073327175,0.5221503127452845,0.09303350970017636,0.03223448153262953,0.06499756335282651,0.17407407407407405,COMPLETE
12,0.07297093591855464,2022-10-09 18:07:30.437373,2022-10-09 18:09:00.481930,0 days 00:01:30.044557,smotetomek,gbdt,gpu,no,,BorutaShap,False,true,0.0684864159385817,63,4,67,10.8960772506523,no,100,2114,,32.57718590654201,47.97720678035325,0.5789957344669349,9,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.0684864159385817,
                                                                  max_bin=63,
                                                                  max_depth=4,
                                                                  min_child_samples=67,
                                                                  min_split_gain=10.8960772506523,
                                                                  num_leaves=2114,
                                                                  random_state=120,
                                                                  reg_alpha=32.57718590654201,
                                                                  reg_lambda=47.97720678035325,
                                                                  subsample=0.5789957344669349,
                                                                  subsample_freq=9)))])",smotetomek,no,,no,BorutaShap,no,,retained,no,0.060584857160307835,0.6244121714275684,0.12691429054911582,0.1051947055627302,0.07074419708366193,0.6385964912280702,0.04256337662706511,0.4893832360727188,0.07297093591855464,-0.009162877022296087,0.04082375601362944,0.3444444444444444,COMPLETE
13,0.07936936936936938,2022-10-09 18:09:00.695440,2022-10-09 18:09:35.955594,0 days 00:00:35.260154,smotetomek,gbdt,gpu,yes,,Lasso,False,false,0.18498436207084382,63,6,55,1.8530712104330511,no,100,2924,12.0,0.5109534599740843,0.28304974338692857,0.6192059505701762,2,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.18498436207084382,
                                                                  max_bin=63,
                                                                  max_depth=6,
                                                                  min_child_samples=55,
                                                                  min_split_gain=1.8530712104330511,
                                                                  num_leaves=2924,
                                                                  random_state=120,
                                                                  reg_alpha=0.5109534599740843,
                                                                  reg_lambda=0.28304974338692857,
                                                                  subsample=0.6192059505701762,
                                                                  subsample_freq=2),
                                             number=12))])",smotetomek,no,,yes,Lasso,no,12.0,retained,no,0.3513830109770634,0.8794809601545617,0.5498385794995965,0.5558198986993174,0.416031416031416,0.8105263157894737,0.0457244447301827,0.5146376006123276,0.07936936936936938,0.02139991608563797,0.05766626841895659,0.13703703703703704,COMPLETE
14,0.06964827287407933,2022-10-09 18:09:36.181586,2022-10-09 18:10:05.319948,0 days 00:00:29.138362,smoteenn,dart,gpu,yes,0.02602526807674797,MutualInformation,False,true,0.0798147088378538,63,5,9,13.287018198708907,no,100,1605,2.0,6.0663427375908014,8.511933430182218,0.587838975739919,6,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                  device_type='gpu',
                                                                  drop_rate=0.02602526807674797,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.0798147088378538,
                                                                  max_bin=63,
                                                                  max_depth=5,
                                                                  min_child_samples=9,
                                                                  min_split_gain=13.287018198708907,
                                                                  num_leaves=1605,
                                                                  random_state=120,
                                                                  reg_alpha=6.0663427375908014,
                                                                  reg_lambda=8.511933430182218,
                                                                  subsample=0.587838975739919,
                                                                  subsample_freq=6),
                                             number=2))])",smoteenn,no,,yes,MutualInformation,no,2.0,retained,no,0.07390866040966051,0.6629741829367538,0.16592927969074758,0.15756114209663782,0.10276408164122597,0.6017543859649123,0.043000813637721985,0.4754062276044637,0.06964827287407933,-0.01674456769694817,0.042449472687497956,0.24444444444444446,COMPLETE
15,0.10954030954030954,2022-10-09 18:10:05.549495,2022-10-09 18:10:38.253736,0 days 00:00:32.704241,smoteenc,dart,gpu,,0.009669895170527978,FeatureWiz,False,true,0.12634537468801774,63,6,25,5.602094971421859,no,100,3126,,39.218108493575585,21.818334145711393,0.7434605842944151,9,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                  device_type='gpu',
                                                                  drop_rate=0.009669895170527978,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.12634537468801774,
                                                                  max_bin=63,
                                                                  max_depth=6,
                                                                  min_child_samples=25,
                                                                  min_split_gain=5.602094971421859,
                                                                  num_leaves=3126,
                                                                  random_state=120,
                                                                  reg_alpha=39.218108493575585,
                                                                  reg_lambda=21.818334145711393,
                                                                  subsample=0.7434605842944151,
                                                                  subsample_freq=9)))])",smoteenc,no,,no,FeatureWiz,no,,retained,no,0.09997957966788372,0.6940304563455896,0.2334054834054834,0.22147425688356517,0.15142843447416354,0.519298245614035,0.05067067644197689,0.5349411804854743,0.10954030954030954,0.05164094059962276,0.07880952380952382,0.2074074074074074,COMPLETE
16,0.02861230329041488,2022-10-09 18:10:38.466210,2022-10-09 18:11:16.086127,0 days 00:00:37.619917,smoteenn,dart,gpu,,0.0064622391632894625,FeatureWiz,False,true,0.07263824984128649,63,10,19,6.511014015513392,no,100,4071,,87.92156855997875,16.634635451169633,0.6775528252007919,8,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                  device_type='gpu',
                                                                  drop_rate=0.0064622391632894625,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.07263824984128649,
                                                                  max_bin=63,
                                                                  max_depth=10,
                                                                  min_child_samples=19,
                                                                  min_split_gain=6.511014015513392,
                                                                  num_leaves=4071,
                                                                  random_state=120,
                                                                  reg_alpha=87.92156855997875,
                                                                  reg_lambda=16.634635451169633,
                                                                  subsample=0.6775528252007919,
                                                                  subsample_freq=8)))])",smoteenn,no,,no,FeatureWiz,no,,retained,no,0.04334828101644245,0.5,0.027240143369175625,0.0,0.014200298953662182,0.3333333333333333,0.04334828101644245,0.5,0.02861230329041488,0.0,0.014947683109118086,0.3333333333333333,COMPLETE
17,0.07049062049062049,2022-10-09 18:11:16.355988,2022-10-09 18:11:40.859443,0 days 00:00:24.503455,smoteenc,dart,gpu,yes,0.02877654636948901,MutualInformation,False,true,0.22860396839488198,63,6,35,1.238903819421983,no,100,1987,22.0,17.98462492354775,42.15198378028564,0.8826580428277808,9,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                  device_type='gpu',
                                                                  drop_rate=0.02877654636948901,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.22860396839488198,
                                                                  max_bin=63,
                                                                  max_depth=6,
                                                                  min_child_samples=35,
                                                                  min_split_gain=1.238903819421983,
                                                                  num_leaves=1987,
                                                                  random_state=120,
                                                                  reg_alpha=17.98462492354775,
                                                                  reg_lambda=42.15198378028564,
                                                                  subsample=0.8826580428277808,
                                                                  subsample_freq=9),
                                             number=22))])",smoteenc,no,,yes,MutualInformation,no,22.0,retained,no,0.18958574055098046,0.7930422483130014,0.37549302549302555,0.3785061324729861,0.26049923515505496,0.6728070175438597,0.04551212062130369,0.5053215450543344,0.07049062049062049,0.005101604190968512,0.04565217391304347,0.17777777777777778,COMPLETE
18,0.08308667554634701,2022-10-09 18:11:41.080225,2022-10-09 18:12:18.456530,0 days 00:00:37.376305,smoteenn,gbdt,gpu,,,FeatureWiz,False,false,0.2300851098452334,63,5,41,3.285425859089285,no,100,2104,,43.811881383176186,0.8855079999353558,0.6749268301477558,7,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='false',
                                                                  learning_rate=0.2300851098452334,
                                                                  max_bin=63,
                                                                  max_depth=5,
                                                                  min_child_samples=41,
                                                                  min_split_gain=3.285425859089285,
                                                                  num_leaves=2104,
                                                                  random_state=120,
                                                                  reg_alpha=43.811881383176186,
                                                                  reg_lambda=0.8855079999353558,
                                                                  subsample=0.6749268301477558,
                                                                  subsample_freq=7)))])",smoteenn,no,,no,FeatureWiz,no,,retained,no,0.04334828101644245,0.5,0.08309259002876612,0.0,0.04334828101644245,1.0,0.04334828101644245,0.5,0.08308667554634701,0.0,0.04334828101644245,1.0,COMPLETE
19,0.09360568982370983,2022-10-09 18:12:18.682111,2022-10-09 18:12:42.562762,0 days 00:00:23.880651,smoteenc,gbdt,gpu,yes,,MutualInformation,False,true,0.2650624456681933,63,3,99,14.238362866499422,no,100,2506,19.0,3.821715282392904,0.3289122979299922,0.8562554882008405,5,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                             model=LGBMClassifier(device_type='gpu',
                                                                  drop_rate=None,
                                                                  drop_seed=120,
                                                                  gpu_use_dp=False,
                                                                  is_unbalance='true',
                                                                  learning_rate=0.2650624456681933,
                                                                  max_bin=63,
                                                                  max_depth=3,
                                                                  min_child_samples=99,
                                                                  min_split_gain=14.238362866499422,
                                                                  num_leaves=2506,
                                                                  random_state=120,
                                                                  reg_alpha=3.821715282392904,
                                                                  reg_lambda=0.3289122979299922,
                                                                  subsample=0.8562554882008405,
                                                                  subsample_freq=5),
                                             number=19))])",smoteenc,no,,yes,MutualInformation,no,19.0,retained,no,0.17026625553964583,0.7852248521326405,0.3435864435864436,0.34983061534918564,0.23098819073083776,0.6728070175438597,0.055295473348456387,0.5415687966497497,0.09360568982370983,0.04019586805439749,0.05904934437543133,0.2518518518518518,COMPLETE
