number,value,datetime_start,datetime_complete,duration,params_balancing,params_drop_correlated,params_feature_selection,params_learning_rate,params_n_estimators,params_number_features,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.1455026455026455,2022-10-09 16:35:29.001680,2022-10-09 16:35:42.112199,0 days 00:00:13.110519,smoteenc,,FeatureWiz,0.011407216766309868,100,,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostClassifier(learning_rate=0.011407216766309868,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",smoteenc,no,,no,FeatureWiz,no,,retained,no,0.10658784499657796,0.6725220173500017,0.26143763853895613,0.2342559365896146,0.18753298420817602,0.43333333333333335,0.06637979868080764,0.5906381173855176,0.1455026455026455,0.10558533247585299,0.09738756613756612,0.3,COMPLETE
11,0.1351984612694527,2022-10-09 16:35:42.332856,2022-10-09 16:35:44.305868,0 days 00:00:01.973012,smotetomek,no,FeatureImportance_ET,0.707995115823574,100,27.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostClassifier(learning_rate=0.707995115823574,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=27))])",smotetomek,no,,no,FeatureImportance_ET,no,27.0,retained,no,0.287504280017639,0.7963507822893646,0.5080862533692723,0.4911390007457122,0.42498880429914915,0.6333333333333333,0.05952493976709224,0.5698024073830313,0.1351984612694527,0.09337726241968758,0.10410774410774411,0.23333333333333336,COMPLETE
12,0.06485671191553545,2022-10-09 16:35:44.503315,2022-10-09 16:35:57.438933,0 days 00:00:12.935618,smoteenc,,FeatureWiz,0.661017356922093,100,,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='FeatureWiz',
                                             model=AdaBoostClassifier(learning_rate=0.661017356922093,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",smoteenc,no,,no,FeatureWiz,no,,retained,no,1.0,1.0,1.0,1.0,1.0,1.0,0.0486386931454196,0.515391309435011,0.06485671191553545,0.029541836806503217,0.06845238095238095,0.06666666666666667,COMPLETE
13,0.13482082488167682,2022-10-09 16:35:57.650713,2022-10-09 16:36:02.944206,0 days 00:00:05.293493,smoteenc,no,MutualInformation,0.032631995400347384,100,8.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='no',
                                             method='MutualInformation',
                                             model=AdaBoostClassifier(learning_rate=0.032631995400347384,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=8))])",smoteenc,no,,no,MutualInformation,no,8.0,retained,no,0.11308924351052797,0.7313590101629815,0.23246650906225375,0.23721880810171506,0.1418957551033023,0.6666666666666666,0.05985032555229628,0.5810890263700583,0.13482082488167682,0.08969111543137263,0.08758771929824562,0.3666666666666667,COMPLETE
14,0.14781144781144784,2022-10-09 16:36:03.136076,2022-10-09 16:36:34.309395,0 days 00:00:31.173319,smotetomek,yes,BorutaShap,0.015069223004690326,100,,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='BorutaShap',
                                             model=AdaBoostClassifier(learning_rate=0.015069223004690326,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",smotetomek,no,,yes,BorutaShap,no,,retained,no,0.11606349349898078,0.6779965769113773,0.2816426342861961,0.2537512910620746,0.20912893253318784,0.43333333333333335,0.06577147684965973,0.5864617612215349,0.14781144781144784,0.11046588554859,0.10993788819875776,0.26666666666666666,COMPLETE
15,0.0,2022-10-09 16:36:34.494774,2022-10-09 16:36:38.306804,0 days 00:00:03.812030,no,yes,FeatureImportance_ET,0.01862520743393995,100,6.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostClassifier(learning_rate=0.01862520743393995,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=6))])",no,no,,yes,FeatureImportance_ET,no,6.0,retained,no,0.04477616931344322,0.5,0.0,0.0,0.0,0.0,0.04477631859918855,0.5,0.0,0.0,0.0,0.0,COMPLETE
16,0.16625649439431225,2022-10-09 16:36:38.496414,2022-10-09 16:36:43.469861,0 days 00:00:04.973447,smoteenn,yes,FeatureImportance_ET,0.19757295460716612,100,17.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostClassifier(learning_rate=0.19757295460716612,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=17))])",smoteenn,no,,yes,FeatureImportance_ET,no,17.0,retained,no,0.2464059353729244,0.8279901632014308,0.4348516218081436,0.440491507157498,0.30937538651824364,0.7333333333333334,0.0862736062039952,0.5896574671288374,0.16625649439431225,0.12946186482897004,0.13357185450208706,0.26666666666666666,COMPLETE
17,0.20259896411394748,2022-10-09 16:36:43.659552,2022-10-09 16:36:48.088939,0 days 00:00:04.429387,smoteenn,yes,FeatureImportance_ET,0.10612512858489966,100,17.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostClassifier(learning_rate=0.10612512858489966,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=17))])",smoteenn,no,,yes,FeatureImportance_ET,no,17.0,retained,no,0.19784907233810176,0.7955667520606333,0.3784073404326569,0.3814321755830829,0.2632500973890514,0.6833333333333332,0.0880248552822596,0.6349589750340047,0.20259896411394748,0.18042951269387345,0.1637596899224806,0.3666666666666667,COMPLETE
18,0.11328976034858389,2022-10-09 16:36:48.275982,2022-10-09 16:36:53.051794,0 days 00:00:04.775812,smoteenn,yes,FeatureImportance_ET,0.206318713149023,100,18.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='FeatureImportance_ET',
                                             model=AdaBoostClassifier(learning_rate=0.206318713149023,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=18))])",smoteenn,no,,yes,FeatureImportance_ET,no,18.0,retained,no,0.2551135997241434,0.8156188497102835,0.44707949055775137,0.4455836993733098,0.33096716947648624,0.7000000000000001,0.06079185994642853,0.5547555321545055,0.11328976034858389,0.0706871504665087,0.08321377331420372,0.19999999999999998,COMPLETE
19,0.06485671191553545,2022-10-09 16:36:53.246981,2022-10-09 16:37:02.730132,0 days 00:00:09.483151,smoteenn,yes,Lasso,0.38818641091087003,100,17.0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                         'Sensor12', 'Sensor13',
                                                         'Sensor15', 'Sensor16',
                                                         'Sensor17', 'Sensor18',
                                                         'Sensor19', 'Sensor20',
                                                         'Sensor21', 'Sensor22',
                                                         'Sensor23', 'Sensor24',
                                                         'Sensor25', 'Sensor26',
                                                         'Sensor27', 'Sensor28',
                                                         'Sensor29', 'Sensor30',
                                                         'Sensor31', 'Sensor32', ...],
                                             drop_correlated='yes',
                                             method='Lasso',
                                             model=AdaBoostClassifier(learning_rate=0.38818641091087003,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=17))])",smoteenn,no,,yes,Lasso,no,17.0,retained,no,0.2861271119430167,0.9222646443322962,0.45455094563253956,0.5003955477606689,0.29987120946025053,0.9500000000000001,0.047807499535597535,0.5021024380969096,0.06485671191553545,-0.002275919110370714,0.0402632597754549,0.16666666666666666,COMPLETE
