number,value,datetime_start,datetime_complete,duration,params_alpha,params_balancing,params_booster,params_colsample_bytree,params_drop_correlated,params_eta,params_eval_metric,params_feature_selection,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_missing,params_num_round,params_number_features,params_objective,params_rate_drop,params_scale_pos_weight,params_single_precision_histogram,params_subsample,params_tree_method,params_verbosity,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_damping,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_missing_indicator,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_average_precision_score,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_average_precision_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.028985507246376812,2022-10-09 17:22:54.077331,2022-10-09 17:23:44.800414,0 days 00:00:50.723083,0.5923636672690973,smotetomek,dart,0.6817409696053216,,0.12662796219561948,aucpr,FeatureWiz,0.5792532028017692,31.077149492294613,4,0.3766464726130458,no,100,,binary:logistic,0.0032088989749328935,22.06896551724138,True,0.6278919999862406,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 gpu_id=None,
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=31.077149492294613,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=4,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.3766464726130458,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...)))])",smotetomek,no,,no,FeatureWiz,no,,retained,no,0.9833333333333334,0.9996096799375488,0.9914529914529915,0.9911791515564418,0.9833333333333334,1.0,0.044417615269633205,0.4955764702441022,0.028985507246376812,-0.012894294287013311,0.025641025641025644,0.03333333333333333,COMPLETE
11,0.06556801377364682,2022-10-09 17:23:45.080336,2022-10-09 17:24:28.474110,0 days 00:00:43.393774,12.689115506695078,smotetomek,dart,0.804773859763991,yes,0.2544022964930446,aucpr,Lasso,1.7576785691564123,0.5374638481628278,2,0.21531663044223864,no,100,8.0,binary:logistic,0.0002808106130416012,22.06896551724138,True,0.5164565413723694,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.5374638481628278,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=2,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.21531663044223864,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=8))])",smotetomek,no,,yes,Lasso,no,8.0,retained,no,0.10211988437495752,0.7974799713823155,0.18658336337057954,0.24610421476477481,0.10308874735908972,0.9824561403508771,0.041382270301367895,0.4519927456744621,0.06556801377364682,-0.03800911526308715,0.036420389461626575,0.3444444444444445,COMPLETE
12,0.0,2022-10-09 17:24:28.696308,2022-10-09 17:24:57.303631,0 days 00:00:28.607323,0.3210176251308838,no,gbtree,0.9196601173849591,,0.30389325604184236,aucpr,FeatureWiz,4.534226355032771,102.62341545918521,7,423.8283775127695,no,100,,binary:logistic,,22.06896551724138,True,0.5247507082399182,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 gpu_id=None,
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=102.62341545918521,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=7,
                                                                 max_leaves=None,
                                                                 min_child_weight=423.8283775127695,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...)))])",no,no,,no,FeatureWiz,no,,retained,no,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
13,0.08308667554634701,2022-10-09 17:24:57.556916,2022-10-09 17:25:30.507262,0 days 00:00:32.950346,0.22652512760208582,smoteenn,dart,0.547682410403072,yes,0.4548540535441667,aucpr,FeatureImportance_ET,4.601817764926782,21.546711054517267,5,341.8882761174658,no,100,30.0,binary:logistic,0.39048054265868554,22.06896551724138,True,0.559814065182905,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=21.546711054517267,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=5,
                                                                 max_leaves=None,
                                                                 min_child_weight=341.8882761174658,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=30))])",smoteenn,no,,yes,FeatureImportance_ET,no,30.0,retained,no,0.04334828101644245,0.5,0.08309259002876612,0.0,0.04334828101644245,1.0,0.04334828101644245,0.5,0.08308667554634701,0.0,0.04334828101644245,1.0,COMPLETE
14,0.08064387917329092,2022-10-09 17:25:30.718584,2022-10-09 17:26:02.686061,0 days 00:00:31.967477,0.2902620376153813,smotetomek,dart,0.6224670271899385,no,0.31270335653469417,aucpr,MutualInformation,9.905410920104499,6.024243118402379,1,0.7636295879829128,no,100,22.0,binary:logistic,0.0024853745773291006,22.06896551724138,True,0.5394004790029421,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=6.024243118402379,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=1,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.7636295879829128,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=22))])",smotetomek,no,,no,MutualInformation,no,22.0,retained,no,0.18248372644904862,0.897264277834585,0.30824185083537964,0.38054371903847906,0.18248372644904862,1.0,0.04559674019547222,0.5136554877900146,0.08064387917329092,0.010952601145948773,0.04629278767209802,0.3148148148148148,COMPLETE
15,0.08308667554634701,2022-10-09 17:26:02.917028,2022-10-09 17:26:41.549205,0 days 00:00:38.632177,7.51416928458911,smoteenn,gbtree,0.7010939128967396,,0.4298795581866712,aucpr,FeatureWiz,6.617875589862778,240.8351569844711,9,151.8112712680157,no,100,,binary:logistic,,22.06896551724138,True,0.6248156856399365,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 gpu_id=None,
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=240.8351569844711,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=9,
                                                                 max_leaves=None,
                                                                 min_child_weight=151.8112712680157,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...)))])",smoteenn,no,,no,FeatureWiz,no,,retained,no,0.04334828101644245,0.5,0.08309259002876612,0.0,0.04334828101644245,1.0,0.04334828101644245,0.5,0.08308667554634701,0.0,0.04334828101644245,1.0,COMPLETE
16,0.13366665064179606,2022-10-09 17:26:41.764155,2022-10-09 17:27:05.375912,0 days 00:00:23.611757,2.032671228436168,smoteenc,dart,0.8992656550977858,no,0.1963359134509607,aucpr,ANOVA,10.984306202186382,1.8277739907151909,4,4.587071070916402,no,100,30.0,binary:logistic,0.06798137750635311,22.06896551724138,True,0.5897368679687239,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=1.8277739907151909,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=4,
                                                                 max_leaves=None,
                                                                 min_child_weight=4.587071070916402,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=30))])",smoteenc,no,,no,ANOVA,no,30.0,retained,no,0.23336078173034694,0.9215007714776821,0.37595007649880924,0.44211018280352327,0.23336078173034694,1.0,0.0616167141151945,0.5985140333172451,0.13366665064179606,0.09637912074459369,0.07980851203357597,0.41111111111111115,COMPLETE
17,0.0714552936775159,2022-10-09 17:27:05.595100,2022-10-09 17:27:43.385040,0 days 00:00:37.789940,0.49677022840537693,smoteenc,dart,0.8787054098589562,yes,0.1288272454694976,aucpr,ANOVA,15.507805130436132,1.936820007498862,3,7.34354599200873,no,100,30.0,binary:logistic,0.08753640559925133,22.06896551724138,True,0.5355018249280427,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=1.936820007498862,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=3,
                                                                 max_leaves=None,
                                                                 min_child_weight=7.34354599200873,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=30))])",smoteenc,no,,yes,ANOVA,no,30.0,retained,no,0.17688737441888427,0.8841960785902261,0.30239099859353025,0.36997232007891495,0.180087358684481,0.9824561403508771,0.04364109335903756,0.49331168736197034,0.0714552936775159,-0.005685149497122345,0.04208504616214031,0.24444444444444446,COMPLETE
18,0.0,2022-10-09 17:27:43.612591,2022-10-09 17:28:14.197415,0 days 00:00:30.584824,1.0112779595516739,smoteenc,dart,0.8783821253526805,yes,0.27153502607364466,aucpr,ANOVA,3.53923971265634,0.9336449949045208,6,84.02363890702625,no,100,25.0,binary:logistic,0.0001192391569189976,1.0,True,0.5945725581747929,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.9336449949045208,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=6,
                                                                 max_leaves=None,
                                                                 min_child_weight=84.02363890702625,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=25))])",smoteenc,no,,yes,ANOVA,no,25.0,retained,no,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,0.04334828101644245,0.5,0.0,0.0,0.0,0.0,COMPLETE
19,0.12971162180523343,2022-10-09 17:28:14.427702,2022-10-09 17:28:35.068527,0 days 00:00:20.640825,0.10105294829365989,smoteenc,gbtree,0.863940788035383,no,0.2116707433043008,aucpr,ANOVA,1.2285992234724583,0.4126096839325869,2,0.27339718442550665,no,100,30.0,binary:logistic,,22.06896551724138,True,0.5369780321632329,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('missing',
                 ColumnTransformer(n_jobs=2, remainder='passthrough',
                                   transformers=[('missingtransform',
                                                  MissingTransformer(continuous=['Sensor1',
                                                                                 'Sensor2',
                                                                                 'Sensor3',
                                                                                 'Sensor4',
                                                                                 'Sensor5',
                                                                                 'Sensor7',
                                                                                 'Sensor8',
                                                                                 'Sensor9',
                                                                                 'Sensor10',
                                                                                 'Sensor11',
                                                                                 'Sensor12',
                                                                                 'Sensor13',
                                                                                 'Sensor15',
                                                                                 'Sensor16',
                                                                                 'Sensor17',
                                                                                 'Sensor18',
                                                                                 'Sensor19',
                                                                                 'Sensor20',...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.4126096839325869,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=2,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.27339718442550665,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=30))])",smoteenc,no,,no,ANOVA,no,30.0,retained,no,0.6455357142857143,0.9867245366552685,0.7792302106027597,0.7902488986712695,0.6455357142857143,1.0,0.0566974254131703,0.5591612673618729,0.12971162180523343,0.0817867035725289,0.09457671957671958,0.2074074074074074,COMPLETE
